Customer_ID,Customer_Name,Address,City,Zip_Code,Meter_ID,Usage_kWh,Billing_Date,Rate_Code,Service_Type,Green_Energy_Opt_In
5f987c71-a65e-488e-abf3-ad39fec21bbe,Bryan Lopez,"83205 Christopher Estate, Port Jamestown, ID 50747",Elliottberg,18873,MTR-6139-CBe,623.29,2024-06-18,C1,Commercial,True
7394988f-847f-49b4-a64d-1bcb702753a1,Andrea King,"905 Guy Canyon, Edwardsland, NJ 84129",East Meganhaven,88890,MTR-0815-sHR,513.06,2024-05-08,C2,Commercial,True
1064005c-3985-43cf-bf76-be1d1efa2197,Jennifer Howard,"1170 Nelson Knoll Suite 968, Craneland, WY 33874",Christinaburgh,29857,MTR-6569-Oiq,455.15,2024-08-17,C1,Residential,True
8dcdcd03-969b-4662-8562-8059568cc69b,Michael Evans,"904 Daniels Common Apt. 881, North Coryview, MA 92081",West Ellenhaven,43222,MTR-1983-GoV,513.76,2024-05-28,C1,Commercial,False
01d74256-3860-4ab6-96a4-02f23ae8cc93,Daniel Patterson,"7619 Anderson Port Suite 017, New Ericville, NE 40664",Tonyaton,82464,MTR-5951-Ksd,201.86,2023-05-23,R2,Residential,False
0f1259e0-a18f-46b6-b535-106e122c9a56,Karen Mendez,"0223 John Keys Apt. 478, South Steven, MD 25351",Brownborough,15658,MTR-3923-dny,467.05,2025-01-14,R2,Commercial,True
080aadfb-e7c9-4b26-9141-25c63a9bedd4,John Johnson,"592 Warren Point, Bowersstad, NY 65886",New Michael,83821,MTR-2149-fKD,553.57,2025-03-23,C1,Residential,False
839fbc50-1223-4513-9496-f63cdc1110c1,Andre Haynes,"99335 Snow Road Apt. 240, New Wesley, NE 26118",South Ronaldstad,53807,MTR-6727-XUi,721.68,2024-04-21,C1,Commercial,True
7c441fe7-ab42-40a7-874a-493b3ceddf2d,Janet Ryan,"4844 Erica Gateway Apt. 565, Lake John, OH 96582",Port Gregory,94357,MTR-8500-cyi,422.26,2025-04-01,R1,Commercial,False
b92da22b-21df-406f-8a0b-3c3336d8393a,Michael Oliver,"2273 Mcpherson Way Apt. 340, Mccoyton, CT 54373",New Mathew,09494,MTR-6270-hlV,378.73,2024-05-25,C2,Commercial,False
93829b43-922f-415a-a1e3-db63ef7ddc76,Wesley Henry,"0142 Nicholas Spurs, West Nicole, HI 54974",East Shellyville,76436,MTR-4585-FSl,424.74,2024-12-23,R1,Commercial,True
7914c120-c8dc-419f-be35-11287900f7f9,Andrew Freeman,"862 James Mount, West Joshuastad, VT 15861",South Cynthiaside,27178,MTR-5547-GJp,637.31,2025-04-05,R2,Commercial,False
1825bc54-30be-445f-a835-14f2ceb81f9d,Karen Stephens,"44211 Tanner Greens Suite 495, Mayburgh, CO 83309",North Adamshire,42935,MTR-8203-WNT,549.31,2023-05-16,R2,Residential,True
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,Nathaniel Baldwin,"46381 Jones Road Apt. 164, Mayburgh, KS 87090",Lake Colefort,37712,MTR-1643-Wqu,420.54,2023-10-31,R1,Commercial,False
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,Jordan Curry,"987 Jon Stream, West Jason, RI 81545",West Brandonborough,18309,MTR-2029-aqW,576.99,2024-09-02,C2,Commercial,True
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,William Johnson,"9153 Bruce Island Apt. 451, Port Joshua, OK 23756",Charlenemouth,68423,MTR-8724-XqA,514.56,2024-02-29,C1,Commercial,True
0f844fef-1931-49ee-a56c-0941fbf24050,Richard Bond,"PSC 3057, Box 8245, APO AP 26265",Mcdonaldville,90701,MTR-7771-TSv,645.3,2024-04-22,R1,Residential,True
ccf3a171-56dc-4907-ba6c-34ab6712303a,Jason Smith,"Unit 0812 Box 4643, DPO AP 63205",South Andrewport,75593,MTR-9868-NOG,394.69,2024-09-06,R2,Commercial,True
310c0c00-3fa7-4104-9bf9-0e27dc96925e,Scott Norman,"43014 Smith Manor Suite 106, Allenmouth, ME 80079",South Sarah,27959,MTR-0947-oSD,450.85,2024-04-03,C2,Residential,True
23e2fcb4-72d8-467d-894a-05e430b187ef,Jill Shaw,"87906 Smith Club, Samuelstad, AL 13919",Marshallland,07632,MTR-6127-Fbu,441.18,2025-03-21,R2,Commercial,True
766ecb15-474e-4c19-aef9-12766c006f61,Michael Price,"0231 Williams Glens, East Reneefort, OH 81894",Jonesborough,00562,MTR-2973-Ajn,280.47,2024-09-26,C2,Residential,False
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,Martha Williams,"212 Angela Common, Julieside, FL 49250",Madisontown,65989,MTR-9403-AGU,544.42,2024-11-21,C2,Commercial,True
db20a56e-dc81-4fe7-8eda-8bbb71710434,Melissa Henry,"669 Wagner Green Apt. 001, Christopherview, KS 51914",East Sarahburgh,83180,MTR-3864-kmc,539.16,2024-02-09,C2,Commercial,False
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,Elaine Martin,"72386 Jennifer Knoll Suite 285, Stephenmouth, NJ 91927",Port Kevin,23953,MTR-1593-Mix,500.77,2024-04-10,R1,Residential,True
03c72ba8-d605-4770-8a63-f881ffd0f9d5,Gary Rodriguez,"982 Anthony Island Suite 797, South Scott, NJ 41380",West Erin,16536,MTR-2175-Iuh,464.81,2024-01-23,R1,Commercial,False
c0e9ab30-ed26-42e9-97e0-11b7f8102383,Ryan Gonzalez,"59394 Leslie Trail, Lisabury, AR 31484",East Frank,63356,MTR-0207-aRX,287.69,2023-05-11,R1,Residential,True
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,Mr. Reginald Roman,"028 Saunders Roads Suite 966, Port Christinaborough, ME 89172",Amybury,75449,MTR-3267-oDv,436.9,2023-09-23,C2,Commercial,True
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,Patricia Williams,"75121 Christopher Highway Apt. 622, Collinsport, CT 69496",Colemanland,73458,MTR-5879-OJL,448.59,2024-07-06,C2,Commercial,False
2a25a888-0f02-4ad0-a706-7ef466aa9385,Gerald Vega,"5940 Mcgrath Rest, West Richard, MA 21141",Krauseport,85594,MTR-4987-yFV,379.66,2023-06-27,R2,Residential,True
63f2ae24-fc3d-4348-808d-4127610461e3,Crystal Wallace,"7950 Sharp Mall, Kiaramouth, IN 64181",Timothyland,50753,MTR-9888-NqM,475.81,2023-05-19,C1,Commercial,True
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,Susan Garcia,"525 George Isle Suite 679, North Donnamouth, GA 21183",Williamshire,29110,MTR-7800-DXv,560.61,2025-04-13,R1,Residential,True
b253d218-6c4a-47ea-8906-17f2747b6dba,Patrick Potts,"496 Wiley Fords, Crawfordshire, RI 07413",Port Leslie,65108,MTR-4300-FMu,782.93,2025-02-01,C2,Residential,True
c88a618e-fed4-457d-bb02-6576f512c4c3,Jessica Richardson,"854 Samuel Circle, Katherinemouth, VT 11268",North William,56216,MTR-7211-zmc,526.19,2023-12-06,R2,Commercial,False
7c967f79-b7e9-4aca-a970-65e18e46d534,Alicia Warren,"USNV Thomas, FPO AP 97467",Martinezport,98876,MTR-1732-sjW,538.63,2023-07-20,R2,Commercial,True
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,Madison Rodriguez,"85139 Brooks Gateway Suite 294, Jonesberg, NE 98521",Wilsonburgh,63168,MTR-0043-RoQ,488.83,2024-03-28,R2,Commercial,False
bc594585-9445-48c0-8ef8-c2d6f7fd5646,Douglas Grant,"85206 James Lodge Apt. 189, Foxborough, FL 68826",West Thomas,24351,MTR-5647-dUC,212.18,2024-10-06,R1,Residential,True
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,Austin Baker,"9338 Justin Station Apt. 716, East Jamesbury, NY 49483",Russellland,01252,MTR-1354-BoR,496.02,2023-06-02,R1,Residential,True
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,Heather Morales,"436 Brown Falls, Lake Cassidyborough, IN 62265",North Austin,92304,MTR-1221-EKH,509.03,2024-06-22,C1,Commercial,True
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,Susan Hutchinson,"PSC 8021, Box 0936, APO AA 95510",Stevensstad,85235,MTR-8362-Eks,869.49,2024-02-26,R2,Residential,True
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,Christopher Hudson,"Unit 6777 Box 7365, DPO AA 49977",South Robinmouth,68730,MTR-3153-GfO,471.15,2024-09-26,R1,Residential,False
118a9d29-2f92-4996-99f1-95d014822f53,Jill Barajas,"5903 Lam Parkways Apt. 954, West Kelsey, DE 14640",Bruceside,91608,MTR-5045-xrJ,545.23,2024-08-08,R2,Residential,True
dca02eec-acda-4acc-9165-e21098543881,Dennis Jones,"PSC 2693, Box 9553, APO AE 06964",Port Carlos,30639,MTR-4476-mvc,494.79,2024-10-14,C2,Residential,True
f10c718b-1eb0-438a-a75d-d5af3c365296,Charlene Gutierrez,"33135 Larry Shoal, Matthewtown, AK 19277",North Michaelborough,84178,MTR-9527-wwg,324.7,2025-01-15,R2,Commercial,True
94340a03-3f07-4814-91d6-3f78e3e9de99,Crystal Hernandez,"2606 Campbell Coves, Crystalville, ME 40570",Lake Steven,07674,MTR-0388-dYX,671.42,2023-10-17,C1,Commercial,False
14fcdd54-9e8f-4965-8a2c-827e98326856,Michael Smith,"2164 Jessica Glens Apt. 797, North Grant, AR 57750",Deniseport,18793,MTR-3474-yxN,612.79,2024-08-01,R1,Commercial,False
90b2b633-956b-4c0c-a849-9b926b5252e3,Richard Rodriguez,"52023 Hunter Ford Suite 712, Amyside, NC 73814",Mariafort,38967,MTR-3172-GjW,618.65,2024-08-16,C2,Residential,False
42c18a62-ef48-48d5-90fd-9d3f85d51695,Lauren Smith,"949 Lynn Lights, Colleenland, VT 92302",Thomastown,35233,MTR-8875-NxI,363.59,2024-05-11,R1,Residential,False
506e5a9a-b758-488d-ab73-295b344a54b8,Breanna Mccall,"4464 Thomas Views Apt. 041, Geoffreyberg, WA 69486",Simmonsfort,32443,MTR-9541-kpZ,710.42,2024-04-14,C2,Residential,True
21813d25-6552-48a6-83ff-50113d1a85dd,Rebecca Lopez,"4701 Gill Rapid Suite 014, Hayeston, RI 89508",Perryside,48951,MTR-8943-AIj,289.72,2024-01-03,R2,Residential,True
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,John Garcia,"2502 Brian Spurs Suite 177, Port Cynthiabury, UT 55991",West Sarahbury,09872,MTR-6048-pPz,588.03,2024-05-11,R2,Commercial,False
ef8c485b-c07a-40f2-add4-253b50f0fd0a,Mark Weaver,"61340 Matthews Crossroad, South Nicolestad, MD 23764",Tomshire,53011,MTR-2470-WCk,828.57,2023-05-09,C1,Residential,True
9f044aed-7552-4327-8262-7f7312922f83,Brianna Martinez,"283 Kathleen Throughway Suite 785, West Erinchester, MO 68798",North Judy,69038,MTR-8666-bte,351.42,2024-06-23,C1,Residential,True
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,Shannon Jones,"USS Bailey, FPO AP 61855",Lake Kevin,88269,MTR-4275-Zll,415.06,2023-07-04,C2,Commercial,False
8181a8cc-3691-47eb-89a2-688b12c136e0,Victoria Knight,"6616 Castro Prairie Suite 093, Villabury, KS 53890",Lake Kimshire,89923,MTR-7711-SmN,514.95,2024-08-03,C1,Commercial,True
5958a499-eeea-463e-a1e8-ac6843e42caf,Paul Franco,"551 Wilson Cliffs Apt. 395, Joyceburgh, KS 49187",Stewartbury,62206,MTR-2849-FKE,424.48,2024-11-29,C1,Commercial,False
3e896c64-e117-4ac3-919c-4ea3e1805081,Darin Baker,"USNS Brooks, FPO AP 53465",West Stephanieburgh,45990,MTR-8744-AUe,267.4,2024-04-04,C1,Residential,False
702cdd20-2862-48b8-88f4-ef125e9953d2,Jeffrey Harrell,"26974 Riley Plaza, Aliciashire, NY 82745",Baileymouth,76314,MTR-2689-TTf,510.28,2023-06-30,C1,Residential,False
4d71c366-b41b-4143-8b10-550cd5704f32,Alyssa Powers,"319 Spears Centers Suite 270, Jeannefurt, HI 24150",Terrellberg,49929,MTR-5588-ood,340.65,2023-11-05,R2,Residential,False
